brand,product,url,imgSrc,name,categories,specific,hex,lightness,namingScheme
CoverGirl,Simply Ageless 3-In-1 Liquid Foundation,https://www.ulta.com/simply-ageless-3-in-1-liquid-foundation?productId=xlsImpprod13501013,https://images.ulta.com/is/image/Ulta/2296382sw?$50px$,nude beige,"skin, color",NA,#DAB087,0.6921568627,nude
CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,https://images.ulta.com/is/image/Ulta/2533531sw?$50px$,golden natural,"descriptor, skin",M10,#D1986B,0.61960784310000006,natural
CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,https://images.ulta.com/is/image/Ulta/2533525sw?$50px$,light nude,"descriptor, skin",L60,#D7A98F,0.7019607843,nude
CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,https://images.ulta.com/is/image/Ulta/2537291sw?$50px$,natural beige,"skin, color",M60,#CA9470,0.6156862745,natural
CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,https://images.ulta.com/is/image/Ulta/2537267sw?$50px$,natural ivory,"skin, gem, color",L70,#D8A689,0.6921568627,natural
CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,https://images.ulta.com/is/image/Ulta/2537278sw?$50px$,natural tan,"skin, skin, color",T50,#986C52,0.4588235294,natural
Dermablend,Cover Creme Full Coverage Foundation,https://www.ulta.com/cover-creme-full-coverage-foundation?productId=xlsImpprod540044,https://images.ulta.com/is/image/Ulta/2155630sw?$50px$,natural beige,"skin, color",25N,#E7B578,0.6882352941,natural
Dermablend,Leg and Body Makeup,https://www.ulta.com/leg-body-makeup?productId=xlsImpprod16041799,https://images.ulta.com/is/image/Ulta/2509160sw?$50px$,deep natural,"descriptor, skin",85W,#764118,0.2784313725,natural
Dermablend,Leg and Body Makeup,https://www.ulta.com/leg-body-makeup?productId=xlsImpprod16041799,https://images.ulta.com/is/image/Ulta/2509357sw?$tn$,fair nude,"descriptor, skin",0N,#FEEBD3,0.9117647059,nude
Dermablend,Leg and Body Makeup,https://www.ulta.com/leg-body-makeup?productId=xlsImpprod16041799,https://images.ulta.com/is/image/Ulta/2509386sw?$50px$,light natural,"descriptor, skin",20N,#E9B69D,0.7647058824,natural
Dermablend,Leg and Body Makeup,https://www.ulta.com/leg-body-makeup?productId=xlsImpprod16041799,https://images.ulta.com/is/image/Ulta/2509381sw?$50px$,medium natural,"descriptor, skin",40N,#D29F82,0.6666666667,natural
Dermablend,Quick Fix Body Foundation Stick,https://www.ulta.com/quick-fix-body-foundation-stick?productId=xlsImpprod10421007,https://images.ulta.com/is/image/Ulta/2274142sw?$50px$,nude,skin,10C,#F5C799,0.7803921569,nude
Dermablend,Smooth Liquid Camo Foundation,https://www.ulta.com/smooth-liquid-camo-foundation?productId=xlsImpprod11381017,https://images.ulta.com/is/image/Ulta/2310008sw?$50px$,natural,skin,25N,#E1C79B,0.7450980392,natural
e.l.f. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2500512sw?$50px$,natural,skin,NA,#DFC4A7,0.7647058824,natural
Elcie Cosmetics,Micro Silque Foundation,https://www.ulta.com/micro-silque-foundation?productId=pimprod2005663,https://images.ulta.com/is/image/Ulta/2546551sw?$50px$,natural,skin,NA,#9C6D45,0.4411764706,natural
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,https://www.ulta.com/double-wear-maximum-cover-camouflage-makeup-face-body-spf-15?productId=xlsImpprod16501415,https://images.ulta.com/is/image/Ulta/2521781sw?$50px$,ivory nude,"gem, color, skin",1N1,#E0BD9B,0.7431372549,nude
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541048sw?$tn$,ivory nude,"gem, color, skin",1N1,#FEE9D0,0.9058823529,nude
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309437sw?$50px$,ivory nude,"gem, color, skin",1N1,#DEC094,0.7254901961,nude
FLOWER Beauty,Light Illusion Liquid Foundation,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,https://images.ulta.com/is/image/Ulta/2524990sw?$50px$,natural beige,"skin, color",M1,#E6BA97,0.7470588235,natural
FLOWER Beauty,Light Illusion Liquid Foundation,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,https://images.ulta.com/is/image/Ulta/2525008sw?$50px$,nude,skin,L3,#EFC595,0.7607843137,nude
Guerlain,L'Essentiel Natural Longwear Foundation SPF 20,https://www.sephora.com/product/l-essentiel-natural-16h-wear-foundation-spf-20-P444578?icid2=products%20grid:p444578,/productimages/sku/s2214906+sw.jpg,natural,skin,03N,#DAB496,0.7215686275,natural
Guerlain,L'Essentiel Natural Longwear Foundation SPF 20,https://www.sephora.com/product/l-essentiel-natural-16h-wear-foundation-spf-20-P444578?icid2=products%20grid:p444578,/productimages/sku/s2215002+sw.jpg,natural cool,"skin, descriptor",03C,#EBC2A2,0.7784313725,natural
Guerlain,L'Essentiel Natural Longwear Foundation SPF 20,https://www.sephora.com/product/l-essentiel-natural-16h-wear-foundation-spf-20-P444578?icid2=products%20grid:p444578,/productimages/sku/s2215101+sw.jpg,natural warm,"skin, descriptor",03W,#E8C39E,0.7647058824,natural
Guerlain,Lingerie De Peau Natural Perfection Foundation SPF 20,https://www.sephora.com/product/lingerie-de-peau-liquid-foundation-spf-20-P276800?icid2=products%20grid:p276800,/productimages/sku/s1861442+sw.jpg,natural,skin,03N,#CAAA8E,0.6745098039,natural
Guerlain,Lingerie De Peau Natural Perfection Foundation SPF 20,https://www.sephora.com/product/lingerie-de-peau-liquid-foundation-spf-20-P276800?icid2=products%20grid:p276800,/productimages/sku/s1861350+sw.jpg,natural cool,"skin, descriptor",03C,#CCA493,0.6882352941,natural
Guerlain,Lingerie De Peau Natural Perfection Foundation SPF 20,https://www.sephora.com/product/lingerie-de-peau-liquid-foundation-spf-20-P276800?icid2=products%20grid:p276800,/productimages/sku/s1861392+sw.jpg,natural warm,"skin, descriptor",03W,#CFA084,0.6647058824,natural
HOURGLASS,Illusion® Hyaluronic Skin Tint,https://www.sephora.com/product/illusion-hyaluronic-skin-tint-P388108?icid2=products%20grid:p388108,/productimages/sku/s1621358+sw.jpg,nude,skin,NA,#EBCDAF,0.8039215686,nude
HOURGLASS,Immaculate Liquid Powder Foundation,https://www.ulta.com/immaculate-liquid-powder-foundation?productId=pimprod2020421,https://images.ulta.com/is/image/Ulta/2575962sw?$50px$,natural,skin,NA,#E2B7A5,0.7666666667,natural
HOURGLASS,Immaculate Liquid Powder Foundation,https://www.ulta.com/immaculate-liquid-powder-foundation?productId=pimprod2020421,https://images.ulta.com/is/image/Ulta/2575961sw?$50px$,nude,skin,NA,#C19D82,0.6333333333,nude
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,https://images.ulta.com/is/image/Ulta/2575933sw?$50px$,golden natural,"descriptor, skin",NA,#BF9B79,0.6117647059,natural
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,https://images.ulta.com/is/image/Ulta/2572542sw?$50px$,natural,skin,NA,#DFA46A,0.6450980392,natural
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,https://images.ulta.com/is/image/Ulta/2572558sw?$50px$,natural amber,"skin, gem, color",NA,#986B4B,0.4450980392,natural
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,https://images.ulta.com/is/image/Ulta/2572606sw?$50px$,nude,skin,NA,#C19573,0.6039215686,nude
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,https://images.ulta.com/is/image/Ulta/2575786sw?$50px$,golden natural,"descriptor, skin",NA,#BF9B79,0.6117647059,natural
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,https://images.ulta.com/is/image/Ulta/2575792sw?$50px$,natural,skin,NA,#DFA46A,0.6450980392,natural
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,https://images.ulta.com/is/image/Ulta/2575793sw?$50px$,natural amber,"skin, gem, color",NA,#986B4B,0.4450980392,natural
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,https://images.ulta.com/is/image/Ulta/2575794sw?$50px$,nude,skin,NA,#C19573,0.6039215686,nude
HOURGLASS,Veil Fluid Makeup,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,https://images.ulta.com/is/image/Ulta/2575807sw?$50px$,nude,skin,No. 1.5,#EEC5A9,0.7980392157,nude
Hynt Beauty,Encore Pressed Powder Foundation,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352,https://images.ulta.com/is/image/Ulta/2564460sw?$50px$,nude sand,"skin, rock",NA,#F7CF9A,0.7862745098,nude
J.Cat Beauty,Aquasurance Compact Foundation,https://www.ulta.com/aquasurance-compact-foundation?productId=pimprod2000221,https://images.ulta.com/is/image/Ulta/2537900sw?$50px$,natural,skin,NA,#EBB287,0.7254901961,natural
jane iredale,Liquid Minerals A Foundation,https://www.ulta.com/liquid-minerals-a-foundation?productId=pimprod2004085,https://images.ulta.com/is/image/Ulta/2544965sw?$50px$,natural,skin,NA,#EDD1BA,0.8294117647,natural
jane iredale,PurePressed Base Mineral Foundation Refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productId=pimprod2004116,https://images.ulta.com/is/image/Ulta/2544922sw?$50px$,natural,skin,NA,#EDCFB9,0.8274509804,natural
Josie Maran,Vibrancy Argan Oil Foundation Fluid,https://www.sephora.com/product/vibrancy-argan-oil-foundation-fluid-P407445?icid2=products%20grid:p407445,/productimages/sku/s1795954+sw.jpg,supernatural,misc,RG10,#E4C4B7,0.8058823529,natural
Jouer Cosmetics,Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015,/productimages/sku/s2124865+sw.jpg,beige nude,"color, skin",NA,#D7B197,0.7176470588,nude
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,https://www.ulta.com/phyto-pigments-flawless-serum-foundation?productId=xlsImpprod13521059,https://images.ulta.com/is/image/Ulta/2508937sw?$50px$,natural tan,"skin, skin, color",16,#C9957E,0.6411764706,natural
L.A. Girl,Pro Coverage Liquid Foundation,https://www.ulta.com/pro-coverage-liquid-foundation?productId=xlsImpprod15711049,https://images.ulta.com/is/image/Ulta/2505343sw?$tn$,natural,skin,NA,#BF8662,0.5666666667,natural
L.A. Girl,Pro Coverage Liquid Foundation,https://www.ulta.com/pro-coverage-liquid-foundation?productId=xlsImpprod15711049,https://images.ulta.com/is/image/Ulta/2505267sw?$50px$,nude beige,"skin, color",NA,#C38752,0.5431372549,nude
L.A. Girl,Pro.Matte Foundation,https://www.ulta.com/promatte-foundation?productId=xlsImpprod17631407,https://images.ulta.com/is/image/Ulta/2523623sw?$50px$,natural,skin,NA,#D4A476,0.6470588235,natural
L.A. Girl,Pro.Matte Foundation,https://www.ulta.com/promatte-foundation?productId=xlsImpprod17631407,https://images.ulta.com/is/image/Ulta/2540138sw?$50px$,nude,skin,NA,#DEC9AE,0.7764705882,nude
L'Oréal,Age Perfect Radiant Serum Foundation,https://www.ulta.com/age-perfect-radiant-serum-foundation?productId=pimprod2017262,https://images.ulta.com/is/image/Ulta/2569310sw?$50px$,natural buff,"skin, color",NA,#F4CFA7,0.8058823529,natural
L'Oréal,Age Perfect Radiant Serum Foundation,https://www.ulta.com/age-perfect-radiant-serum-foundation?productId=pimprod2017262,https://images.ulta.com/is/image/Ulta/2569317sw?$50px$,nude beige,"skin, color",NA,#F3CDAD,0.8156862745,nude
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538197sw?$50px$,natural buff,"skin, color",NA,#E2AF81,0.6960784314,natural
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538172sw?$50px$,natural rose,"skin, plant, color",NA,#E3B68D,0.7215686275,natural
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305290sw?$50px$,creamy natural,"misc, skin",NA,#F2C99D,0.7823529412,natural
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305297sw?$50px$,natural beige,"skin, color",NA,#E1A87D,0.6862745098,natural
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305295sw?$50px$,natural buff,"skin, color",NA,#E5B38F,0.7294117647,natural
L'Oréal,Infallible Pro-Glow Foundation,https://www.ulta.com/infallible-pro-glow-foundation?productId=xlsImpprod14321021,https://images.ulta.com/is/image/Ulta/2305293sw?$50px$,nude beige,"skin, color",NA,#EDB795,0.7568627451,nude
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2283483sw?$50px$,natural beige,"skin, color",105,#EBAF77,0.6941176471,natural
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2283484sw?$50px$,natural buff,"skin, color",103,#EBA67D,0.7058823529,natural
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2547744sw?$50px$,nude buff,"skin, color",104.5,#D8B195,0.7156862745,nude
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246796sw?$50px$,creamy natural,"drink, skin",NA,#DFB798,0.7352941176,natural
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246792sw?$50px$,natural beige,"skin, color",NA,#D1A47E,0.6568627451,natural
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246790sw?$50px$,natural buff,"skin, color",NA,#D6A482,0.6745098039,natural
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246789sw?$50px$,nude beige,"skin, color",NA,#DCAB81,0.6843137255,nude
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094978sw?$50px$,creamy natural,"drink, skin",NA,#C2A088,0.6470588235,natural
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094980sw?$50px$,natural beige,"skin, color",NA,#C5A98C,0.6607843137,natural
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094979sw?$50px$,natural buff,"skin, color",NA,#C5A389,0.6549019608,natural
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094976sw?$tn$,natural ivory,"skin, gem, color",NA,#D0A896,0.7019607843,natural
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2094977sw?$50px$,nude beige,"skin, color",NA,#CEAE93,0.6921568627,nude
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,https://www.sephora.com/product/the-luminous-lifting-cushion-foundation-spf-20-refill-P437500?icid2=products%20grid:p437500,/productimages/sku/s2132272+sw.jpg,beige nude,"color, skin",43,#D0A589,0.6764705882,nude
La Mer,The Soft Fluid Long Wear Foundation SPF 20,https://www.sephora.com/product/the-soft-fluid-long-wear-foundation-spf-20-P423742?icid2=products%20grid:p423742,/productimages/sku/s1999895+sw.jpg,natural,skin,150,#F6D1BE,0.8549019608,natural
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,https://www.sephora.com/product/skin-feels-good-skin-nourishing-foundation-P428823?icid2=products%20grid:p428823,/productimages/sku/s2045276+sw.jpg,natural blond,"skin, misc",02C,#D0A289,0.6764705882,natural
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,https://www.sephora.com/product/skin-feels-good-skin-nourishing-foundation-P428823?icid2=products%20grid:p428823,/productimages/sku/s2045292+sw.jpg,nude vanilla,"skin, food",01N,#D6AB96,0.7137254902,nude
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,/productimages/sku/s2411973+sw.jpg,natural,skin,2W3,#DAAE88,0.6941176471,natural
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,/productimages/sku/s1531458+sw.jpg,natural,skin,2W3,#E2B18A,0.7137254902,natural
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,/productimages/sku/s2411866+sw.jpg,nude,skin,2W2,#E4C4A9,0.7784313725,nude
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,/productimages/sku/s905448+sw.jpg,nude,skin,2N1,#DCAB7F,0.6803921569,nude
Laura Mercier,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-P109936?icid2=products%20grid:p109936,/productimages/sku/s2250595+sw.jpg,natural,skin,2W1,#DEC4A4,0.7568627451,natural
Laura Mercier,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-P109936?icid2=products%20grid:p109936,/productimages/sku/s2306447+sw.jpg,natural,skin,2W1,#DDC3A3,0.7529411765,natural
Laura Mercier,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-P109936?icid2=products%20grid:p109936,/productimages/sku/s2250587+sw.jpg,nude,skin,2N1,#DFB18A,0.7078431373,nude
Laura Mercier,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-P109936?icid2=products%20grid:p109936,/productimages/sku/s2250421+sw.jpg,nude,skin,2N1,#E0B28B,0.7117647059,nude
lilah b.,Marvelous Matte™ Crème Foundation,https://www.sephora.com/product/marvelous-matte-creme-foundation-P434534?icid2=products%20grid:p434534,/productimages/sku/s2143659+sw.jpg,natural,skin,NA,#D2AE97,0.7078431373,natural
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,https://www.sephora.com/product/matte-velvet-skin-blurring-powder-foundation-P443566?icid2=products%20grid:p443566,/productimages/sku/s2209997+sw.jpg,beige nude,"color, skin",R250,#FFD4C2,0.8803921569,nude
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,https://www.sephora.com/product/matte-velvet-skin-blurring-powder-foundation-P443566?icid2=products%20grid:p443566,/productimages/sku/s2209930+sw.jpg,natural beige,"skin, color",Y345,#EBB69D,0.768627451,natural
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,https://www.sephora.com/product/matte-velvet-skin-full-coverage-foundation-P434023?icid2=products%20grid:p434023,/productimages/sku/s2106375+sw.jpg,natural beige,"skin, color",Y345,#DDC4A0,0.7470588235,natural
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,https://www.sephora.com/product/make-up-for-ever-reboot-foundation-P454035?icid2=products%20grid:p454035,/productimages/sku/s2308393+sw.jpg,nude sand,"skin, rock",Y328,#CD9F83,0.6588235294,nude
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,/productimages/sku/s1709005+sw.jpg,beige nude,"color, skin",R250,#C7A797,0.6862745098,nude
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,/productimages/sku/s1709039+sw.jpg,natural beige,"skin, color",Y345,#C19C82,0.6333333333,natural
Maybelline,Dream Radiant Liquid Foundation,https://www.ulta.com/dream-radiant-liquid-foundation?productId=pimprod2011884,https://images.ulta.com/is/image/Ulta/2558039sw?$50px$,creamy natural,"drink, skin",NA,#EDC6A5,0.7882352941,natural
Maybelline,Dream Radiant Liquid Foundation,https://www.ulta.com/dream-radiant-liquid-foundation?productId=pimprod2011884,https://images.ulta.com/is/image/Ulta/2558053sw?$50px$,natural beige,"skin, color",NA,#D9B98B,0.6980392157,natural
Maybelline,Dream Radiant Liquid Foundation,https://www.ulta.com/dream-radiant-liquid-foundation?productId=pimprod2011884,https://images.ulta.com/is/image/Ulta/2558095sw?$50px$,nude beige,"skin, color",NA,#E8CEB5,0.8098039216,nude
